Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years_Operating,Outlet_Age_Category,Item_Category_Code,Item_Numeric_ID,Price_per_Weight_Ratio,High_Value_Item,Has_Zero_Visibility,Item_Visibility_Corrected,MRP_Price_Segment,Weight_Category,Store_Avg_Sales,Store_Sales_Std,Store_Product_Count,Store_Median_Sales,Store_Min_Sales,Store_Max_Sales,Store_Sales_Range,Market_Segment,Outlet_Item_Interaction,Size_Location_Interaction,Visibility_Type_Ratio,MRP_Type_Ratio
FDK57,10.195,0,0.079904068,13,120.044,OUT027,1985,1,2,3,4434.228,28,1,1,0,11.774791564492398,0,0,0.079904068,4,2,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,61,2,1.117845947647074,0.8196350293835916
FDK10,5.785,1,0.040325274,13,180.466,OUT013,1987,0,2,1,719.064,26,1,1,0,31.195505617977528,0,0,0.040325274,3,1,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,29,0,0.5641445455400083,1.2321836594310358
FDL39,16.1,1,0.06302467,4,181.6318,OUT027,1985,1,2,3,1263.0226,28,1,1,0,11.281478260869564,0,0,0.06302467,3,0,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,52,2,0.8322251310933132,1.2336519010309737
FDP25,15.2,0,0.021203509,3,216.3824,OUT035,2004,2,1,1,6114.7072,9,0,1,0,14.235684210526315,1,0,0.021203509,2,0,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,1,19,4,0.2952676305338618,1.5609647884253217
FDC05,13.1,1,0.098765906,5,196.3768,OUT035,2004,2,1,1,2167.8448,9,0,1,0,14.99059541984733,1,0,0.098765906,2,0,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,21,4,1.3753875019966715,1.439001705852777
FDA39,6.32,0,0.012707362,10,41.0822,OUT013,1987,0,2,1,942.7728,26,1,1,0,6.500348101265822,0,0,0.012707362,0,1,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,0,26,0,0.19935950439490158,0.292835311039891
FDZ10,17.85,0,0.04442649,13,124.902,OUT013,1987,0,2,1,1897.53,26,1,1,0,6.9973109243697476,0,0,0.04442649,4,3,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,29,0,0.6215199433235772,0.8528044253779394
FDK08,9.195,1,0.121712459,6,101.2016,OUT027,1985,1,2,3,2631.2416,28,1,1,0,11.006155519303968,0,0,0.121712459,1,2,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,54,2,1.660366211466712,0.7013071988818523
DRD24,13.85,0,0.030769458,14,141.7154,OUT013,1987,0,2,1,2978.1234,26,1,0,0,10.232158844765342,0,0,0.030769458,4,0,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,30,0,0.4401550084454482,1.0466137402272289
DRG48,5.78,0,0.014614357,14,147.3102,OUT018,2009,1,2,2,2332.9632,4,2,0,0,25.486193771626297,0,0,0.014614357,4,1,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,46,2,0.20905738504590476,1.0879331349706605
FDH52,9.42,1,0.076868664,5,62.1194,OUT019,1985,2,0,0,123.8388,28,1,1,0,6.5944161358811035,0,0,0.076868664,0,2,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,0,5,3,1.07045238627975,0.4551959425275847
FDS25,6.885,1,0.140292495,3,108.5228,OUT045,2002,2,1,1,1989.4104,11,0,1,0,15.762207697893974,0,0,0.140292495,1,1,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,19,4,1.9536310042047123,0.7828745292654279
NCH43,8.42,0,0.070555571,9,216.0192,OUT035,2004,2,1,1,2372.9112,9,0,2,0,25.655486935866985,1,0,0.070555571,2,1,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,1,25,4,1.1166356436173768,1.4523617193771414
DRK01,7.63,0,0.061409711,14,94.6436,OUT017,2007,2,1,1,1607.2412,6,2,0,0,12.40414154652687,0,0,0.061409711,1,1,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,30,4,0.8784617481347098,0.6989733803423606
FDD59,10.5,1,0.066555152,15,80.896,OUT017,2007,2,1,1,958.752,6,2,1,0,7.704380952380952,0,0,0.066555152,0,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,0,31,4,0.911837027200994,0.5402000947003656
FDB27,7.575,0,0.092711708,4,197.7768,OUT010,1998,2,2,0,197.0768,15,0,1,0,26.109148514851487,1,0,0.092711708,2,1,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,1,4,5,1.2242351026064076,1.3433095157336032
FDO22,13.5,1,0.017844609,13,81.396,OUT013,1987,0,2,1,1198.44,26,1,1,0,6.029333333333334,0,0,0.017844609,0,0,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,0,29,0,0.24964340811780078,0.5557546637208592
FDD35,12.15,0,0.025916883,15,120.244,OUT045,2002,2,1,1,2277.036,11,0,1,0,9.896625514403292,0,0,0.025916883,4,2,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,31,4,0.3550735418504638,0.802954660145752
FDR01,5.405,1,0.053611144,3,197.7742,OUT035,2004,2,1,1,796.2968,9,0,1,0,36.590971322849214,1,0,0.053611144,2,1,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,19,4,0.7465573485544144,1.4267267682537363
NCB31,6.235,0,0.207783483,9,262.291,OUT019,1985,2,0,0,525.982,28,1,2,0,42.067522052927025,1,0,0.207783483,2,1,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,1,9,3,3.288449657260449,1.763460876334834
FDC35,7.435,0,0.122837694,15,208.7638,OUT046,1997,2,0,1,3105.957,16,1,1,0,28.07852051109617,1,0,0.122837694,2,1,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,1,31,3,1.6829344439809164,1.3940642866150141
FDS23,4.635,0,0.141174838,1,127.0994,OUT045,2002,2,1,1,2826.9868,11,0,1,0,27.421661272923412,0,0,0.141174838,4,1,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,17,4,1.917518675413842,0.898928748169367
FDC33,8.96,1,0.069078149,6,197.7768,OUT045,2002,2,1,1,3153.2288,11,0,1,0,22.07330357142857,1,0,0.069078149,2,2,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,22,4,0.9423441568152283,1.3705543549886203
NCF18,18.35,0,0.089345074,9,191.9504,OUT018,2009,1,2,2,5369.0112,4,2,2,0,10.46051226158038,1,0,0.089345074,3,3,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,41,2,1.4140044903049847,1.2905399750537454
FDM36,11.65,1,0.058822142,0,173.5422,OUT049,1999,1,0,1,3448.844,14,0,1,0,14.89632618025751,0,0,0.058822142,3,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,16,1,0.8025177599628316,1.3615612753743391
FDJ53,10.5,0,0.071368699,5,121.3098,OUT049,1999,1,0,1,1446.1176,14,0,1,0,11.553314285714285,0,0,0.071368699,4,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,21,1,0.9938613496681975,0.8889288812968701
NCL17,7.39,0,0.068055818,8,140.7812,OUT018,2009,1,2,2,1567.2932,4,2,2,0,19.0502300405954,0,0,0.068055818,4,1,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,40,2,1.1279000403154251,1.0576457964234396
FDW27,5.86,1,0.150122794,10,154.5314,OUT027,1985,1,2,3,1396.1826,28,1,1,0,26.370546075085322,0,0,0.150122794,4,1,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,58,2,2.355202111202774,1.1015050456019837
FDA32,14.0,0,0.030094192,6,215.7192,OUT046,1997,2,0,1,1078.596,16,1,1,0,15.408514285714286,1,0,0.030094192,2,0,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,1,22,3,0.41053627515809066,1.4948916607744749
FDA03,18.5,1,0.076097035,4,145.8102,OUT010,1998,2,2,0,291.6204,15,0,1,0,7.881632432432433,0,0,0.076097035,4,3,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,4,5,1.0048424676985603,0.9903498749652125
FDW09,13.65,1,0.025973384,13,79.6302,OUT045,2002,2,1,1,554.6114,11,0,1,0,5.833714285714286,0,0,0.025973384,0,0,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,0,29,4,0.3633637532832665,0.5436981549833501
FDN09,14.15,0,0.0,13,244.1828,OUT045,2002,2,1,1,731.0484,11,0,1,0,17.256734982332155,1,1,0.0714803933119658,2,0,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,1,29,4,0.9999999999999998,1.667228486662954
FDM08,10.1,1,0.053887301,6,225.6088,OUT017,2007,2,1,1,4250.4672,6,2,1,0,22.33750495049505,1,0,0.053887301,2,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,22,4,0.7351149959720751,1.5634246451745433
FDX01,10.1,0,0.024262772,3,117.615,OUT018,2009,1,2,2,1514.695,4,2,1,0,11.645049504950494,0,0,0.024262772,1,2,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,35,2,0.3378691328224648,0.8484649102267292
DRO35,13.85,0,0.034624104,7,115.0492,OUT049,1999,1,0,1,4054.722,14,0,0,0,8.306801444043321,0,0,0.034624104,1,0,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,23,1,0.4919744289136554,0.8379706039829393
FDS31,13.1,1,0.044281996,6,178.5318,OUT045,2002,2,1,1,3067.3406,11,0,1,0,13.628381679389314,0,0,0.044281996,3,0,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,22,4,0.6040821994624568,1.2371902872023277
NCM53,18.75,0,0.052121825,8,104.828,OUT049,1999,1,0,1,2343.616,14,0,2,0,5.590826666666667,0,0,0.052121825,1,3,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,24,1,0.8638234062341815,0.7875404780430649
FDI16,14.0,1,0.135662712,5,52.064,OUT013,1987,0,2,1,852.224,26,1,1,0,3.718857142857143,0,0,0.135662712,0,0,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,0,21,0,1.8892025206732153,0.3815124027559212
DRF36,16.1,0,0.023613955,14,192.8846,OUT049,1999,1,0,1,5350.3688,14,0,0,0,11.980409937888197,1,0,0.023613955,3,0,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,30,1,0.33779602365616684,1.424514714972635
FDW49,19.5,0,0.082152451,3,179.9002,OUT027,1985,1,2,3,4119.3046,28,1,1,0,9.225651282051283,0,0,0.082152451,3,3,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,51,2,1.1440068504377832,1.2977852063322761
FDB58,10.5,1,0.02363057,13,141.7154,OUT019,1985,2,0,0,425.4462,28,1,1,0,13.49670476190476,0,0,0.02363057,4,2,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,2,13,3,0.33058813620215827,0.9676027626795795
NCJ18,12.35,0,0.164274416,9,119.8124,OUT045,2002,2,1,1,2133.2232,11,0,2,0,9.701408906882591,0,0,0.164274416,4,2,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,25,4,2.599860870519051,0.8055346157503677
FDL51,20.7,1,0.047587685,4,215.0876,OUT045,2002,2,1,1,5145.3024,11,0,1,0,10.390705314009663,1,0,0.047587685,2,3,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,20,4,0.6283835740441368,1.4608852999760487
FDS03,7.825,0,0.079952983,10,62.7826,OUT018,2009,1,2,2,1162.4868,4,2,1,0,8.023335463258785,0,0,0.079952983,0,1,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,0,42,2,1.2543427239874014,0.4475164961684881
NCO54,19.5,0,0.024992442,9,53.6614,OUT019,1985,2,0,0,165.7842,28,1,2,0,2.751866666666667,0,0,0.024992442,0,3,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,0,9,3,0.3955385969201491,0.36078164889132325
FDA48,12.1,0,0.115107028,0,222.0114,OUT045,2002,2,1,1,3547.3824,11,0,1,0,18.34804958677686,1,0,0.115107028,2,2,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,1,16,4,1.5704194224436596,1.7418364232540704
NCK06,5.03,0,0.008604657,9,123.1756,OUT027,1985,1,2,3,1211.756,28,1,2,0,24.488190854870776,0,0,0.008604657,4,1,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,57,2,0.13618012824673714,0.8281464156950448
NCZ54,14.65,0,0.083528446,9,162.4552,OUT045,2002,2,1,1,2274.3728,11,0,2,0,11.089092150170648,0,0,0.083528446,3,0,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,25,4,1.321948624858685,1.092234919830077
FDW39,6.69,1,0.036731658,10,177.237,OUT027,1985,1,2,3,4763.799,28,1,1,0,26.49282511210762,0,0,0.036731658,3,1,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,58,2,0.5762647774166677,1.2633513303274206
FDI09,20.75,1,0.129337594,12,238.188,OUT046,1997,2,0,1,5033.448,16,1,1,0,11.478939759036145,1,0,0.129337594,2,3,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,28,3,1.7382654048701116,1.6858242362035742
NCO02,11.15,0,0.0,11,65.0142,OUT049,1999,1,0,1,1120.5414,14,0,2,0,5.830869955156951,0,1,0.06140644682692308,0,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,0,27,1,1.0,0.48610547746531774
DRF13,12.1,0,0.029827665,14,144.3444,OUT049,1999,1,0,1,2612.5992,14,0,0,0,11.929289256198349,0,0,0.029827665,4,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,30,1,0.42668272349753444,1.066029749518085
FDK25,11.6,1,0.157718931,2,168.3474,OUT017,2007,2,1,1,4548.0798,6,2,1,0,14.512706896551723,0,0,0.157718931,3,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,18,4,1.8200473517183942,1.2200373823129527
FDZ38,17.6,0,0.008046275,4,173.7422,OUT017,2007,2,1,1,5863.0348,6,2,1,0,9.871715909090907,0,0,0.008046275,3,3,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,20,4,0.10624906511510251,1.1800653592559431
NCQ42,20.35,0,0.068753558,9,127.9678,OUT019,1985,2,0,0,254.3356,28,1,2,0,6.28834398034398,0,0,0.068753558,4,3,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,2,9,3,1.0881163939317373,0.8603658102284897
FDM14,13.8,0,0.013199737,3,108.9254,OUT027,1985,1,2,3,2713.135,28,1,1,0,7.893144927536231,0,0,0.013199737,1,0,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,51,2,0.1838117958522877,0.785778852462786
FDC20,10.65,0,0.023971463,6,54.0272,OUT046,1997,2,0,1,447.4176,16,1,1,0,5.072976525821596,0,0,0.023971463,0,2,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,0,22,3,0.327011774567996,0.3743978780516278
FDW32,18.35,1,0.09468096,6,86.2882,OUT018,2009,1,2,2,1631.8758,4,2,1,0,4.702354223433242,0,0,0.09468096,1,3,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,38,2,1.2916103096169578,0.5979602678075945
FDQ19,7.35,1,0.014394261,6,241.3512,OUT045,2002,2,1,1,5331.7264,11,0,1,0,32.83689795918367,1,0,0.014394261,2,1,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,22,4,0.1963623510673878,1.6725163833256957
FDE08,18.2,0,0.049396364,6,146.4734,OUT049,1999,1,0,1,3563.3616,14,0,1,0,8.047989010989012,0,0,0.049396364,4,3,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,22,1,0.6738509305354735,1.0150318756294476
FDC29,8.39,1,0.024243294,5,116.0176,OUT049,1999,1,0,1,1603.2464,14,0,1,0,13.828081048867698,0,0,0.024243294,1,1,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,21,1,0.33760560627906244,0.8501489193679964
FDV50,14.3,0,0.122469209,4,121.973,OUT013,1987,0,2,1,2709.806,26,1,1,0,8.52958041958042,0,0,0.122469209,4,0,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,20,0,1.6171755205528147,0.8284464687596057
FDF11,10.195,1,0.017730951,15,239.8538,OUT017,2007,2,1,1,4086.0146,6,2,1,0,23.52661108386464,1,0,0.017730951,2,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,31,4,0.24292240590610462,1.601674316087848
FDN09,14.15,0,0.035016754,13,245.3828,OUT018,2009,1,2,2,1705.7796,4,2,1,0,17.341540636042403,1,0,0.035016754,2,0,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,1,45,2,0.4898791455605798,1.6754218327298989
DRG37,16.2,0,0.019417732,14,153.7972,OUT045,2002,2,1,1,1402.1748,11,0,0,0,9.493654320987655,0,0,0.019417732,4,0,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,30,4,0.2777693384281078,1.135841713239882
NCV06,11.3,0,0.066358426,9,195.2478,OUT027,1985,1,2,3,7168.6686,28,1,2,0,17.278566371681414,1,0,0.066358426,2,2,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,1,57,2,1.0502102481169924,1.3127093819095907
DRJ13,12.65,0,0.105265475,14,159.9578,OUT010,1998,2,2,0,962.7468,15,0,0,0,12.64488537549407,0,0,0.105265475,3,0,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,14,5,1.5058154757759825,1.1813397226872946
DRF25,9.0,0,0.038736754,14,37.319,OUT027,1985,1,2,3,1281.665,28,1,0,0,4.1465555555555556,0,0,0.038736754,0,2,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,0,62,2,0.5541266370054113,0.2756127998194971
FDE53,10.895,0,0.044991876,5,107.228,OUT010,1998,2,2,0,426.112,15,0,1,0,9.841945846718678,0,0,0.044991876,1,2,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,5,5,0.6265447910920191,0.7857408559217869
FDS08,5.735,0,0.05696122,6,176.337,OUT046,1997,2,0,1,1764.37,16,1,1,0,30.747515257192674,0,0,0.05696122,3,1,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,22,3,0.7770485111300061,1.2219807545456711
FDO23,17.85,0,0.147255604,1,93.7436,OUT017,2007,2,1,1,1701.7848,6,2,1,0,5.251742296918767,0,0,0.147255604,1,3,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,17,4,2.000111172285144,0.66301506534956
FDT07,5.82,1,0.077319079,6,255.433,OUT046,1997,2,0,1,4357.661,16,1,1,0,43.888831615120274,1,0,0.077319079,2,1,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,22,3,1.0547645436472974,1.7701004898340362
NCX29,10.0,0,0.089135671,8,146.9102,OUT035,2004,2,1,1,3207.8244,9,0,2,0,14.69102,0,0,0.089135671,4,2,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,24,4,1.477259841538345,1.103691085753828
FDG22,17.6,1,0.041373331,13,38.119,OUT035,2004,2,1,1,732.38,9,0,1,0,2.1658522727272724,0,0,0.041373331,0,3,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,0,29,4,0.5788067060491972,0.2602684656048876
DRJ47,18.25,0,0.04403602,7,173.308,OUT027,1985,1,2,3,6751.212,28,1,0,0,9.496328767123288,0,0,0.04403602,3,3,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,55,2,0.6257084888357055,1.262303513932085
FDL43,10.1,0,0.027041859,10,77.567,OUT013,1987,0,2,1,306.268,26,1,1,0,7.67990099009901,0,0,0.027041859,0,2,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,0,26,0,0.42424632336411044,0.5529001993912503
FDZ43,11.0,1,0.056782237,6,241.2512,OUT027,1985,1,2,3,8239.9408,28,1,1,0,21.931927272727275,1,0,0.056782237,2,2,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,54,2,0.7746068767396684,1.6718234029786638
FDZ21,17.6,1,0.03922186,13,97.241,OUT046,1997,2,0,1,193.082,16,1,1,0,5.525056818181818,0,0,0.03922186,1,3,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,29,3,0.5487079488891712,0.6639409707464748
FDJ50,8.645,0,0.021581922,3,53.3982,OUT035,2004,2,1,1,1209.7586,9,0,1,0,6.176772700983228,0,0,0.021581922,0,1,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,0,19,4,0.30053718803367047,0.3852102110212893
FDV35,19.5,0,0.128206001,1,155.9314,OUT046,1997,2,0,1,3878.285,16,1,1,0,7.996482051282051,0,0,0.128206001,4,3,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,17,3,1.7413683960992095,1.1028472062204606
FDW56,7.68,0,0.071301323,6,190.8162,OUT017,2007,2,1,1,2693.8268,6,2,1,0,24.845859375000003,1,0,0.071301323,3,1,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,22,4,0.9726720544038497,1.3223187649531165
DRL35,15.7,0,0.030765898,7,43.277,OUT045,2002,2,1,1,649.155,11,0,0,0,2.7564968152866243,0,0,0.030765898,0,0,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,0,23,4,0.43715312022415864,0.3152116992431904
FDR01,5.405,1,0.053730029,3,199.0742,OUT045,2002,2,1,1,4777.7808,11,0,1,0,36.831489361702126,1,0,0.053730029,2,1,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,19,4,0.7482128713386864,1.4361048610420264
FDS24,20.85,1,0.062350672,0,86.9514,OUT045,2002,2,1,1,1416.8224,11,0,1,0,4.1703309352517985,0,0,0.062350672,1,3,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,16,4,0.8506579312534597,0.6821952186821667
NCL17,7.39,0,0.068163102,8,140.4812,OUT017,2007,2,1,1,2422.1804,6,2,2,0,19.00963464140731,0,0,0.068163102,4,1,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,24,4,1.1296780753384585,1.0553919888203858
FDS13,6.465,0,0.0,3,263.1884,OUT018,2009,1,2,2,2914.8724,4,2,1,0,40.70972931167827,1,1,0.07181115302636719,2,1,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,1,35,2,1.0,1.8986194123089446
FDB59,18.25,0,0.015309885,13,197.6084,OUT045,2002,2,1,1,2380.9008,11,0,1,0,10.827857534246574,1,0,0.015309885,2,3,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,1,29,4,0.21418299887050463,1.3492283391126962
FDW26,11.8,1,0.106538757,4,222.3772,OUT027,1985,1,2,3,1556.6404,28,1,1,0,18.845525423728812,1,0,0.106538757,2,2,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,52,2,1.4068178541965175,1.5103966129606436
FDQ12,12.65,0,0.061999648,0,230.001,OUT019,1985,2,0,0,689.103,28,1,1,0,18.181897233201582,1,0,0.061999648,2,0,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,1,0,3,0.8458688673976552,1.8045204849159073
FDX59,10.195,0,0.051618281,1,31.9558,OUT013,1987,0,2,1,373.5138,26,1,1,0,3.134458067680235,0,0,0.051618281,0,2,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,0,17,0,0.7011094839029282,0.22601198188780322
FDL36,15.1,0,0.076505799,0,91.583,OUT017,2007,2,1,1,539.298,6,2,1,0,6.065099337748344,0,0,0.076505799,1,0,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,16,4,1.0437780799897876,0.7185333958115553
FDQ55,13.65,1,0.013091186,6,114.8834,OUT018,2009,1,2,2,1612.5676,4,2,1,0,8.416366300366299,0,0,0.013091186,1,0,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,38,2,0.17858617828455883,0.7961193840020652
FDV46,18.2,0,0.022074764,13,141.418,OUT019,1985,2,0,0,559.272,28,1,1,0,7.770219780219781,0,0,0.022074764,4,3,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,2,13,3,0.3088226432059193,0.9655721784126551
FDM28,15.7,0,0.079146113,5,181.466,OUT019,1985,2,0,0,179.766,28,1,1,0,11.558343949044588,0,0,0.079146113,3,0,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,2,5,3,1.1021675298742897,1.329738968932583
FDT40,5.985,0,0.096337184,5,125.2678,OUT017,2007,2,1,1,763.0068,6,2,1,0,20.930292397660818,0,0,0.096337184,4,1,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,21,4,1.3415657711999696,0.9179321482396317
DRJ11,9.5,0,0.142425145,7,189.9872,OUT010,1998,2,2,0,756.3488,15,0,0,0,19.99865263157895,1,0,0.142425145,3,2,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,7,5,2.023721086741178,1.383787881471818
FDD51,11.15,0,0.0,4,44.7744,OUT045,2002,2,1,1,181.0976,11,0,1,0,4.015641255605381,0,1,0.07573031340354147,0,2,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,0,20,4,0.9999999999999998,0.30410987325744293
NCT17,10.8,0,0.041663111,8,188.6214,OUT027,1985,1,2,3,6029.4848,28,1,2,0,17.46494444444444,1,0,0.041663111,3,2,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,56,2,0.6904894534742941,1.4170544847288145
